Gene Name;"""Replicate 1, Medium channel SILAC, time 0""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 0.5h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 1h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 2h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 3h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 4h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 5h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 6h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 9h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 12h""";"""Replicate 1, Medium channel SILAC, Mock-stimulus, time 24h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 0.5h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 1h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 2h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 3h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 4h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 5h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 6h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 9h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 12h""";"""Replicate 1, Medium channel SILAC, LPS-stimulus, time 24h""";"""Replicate 2, Medium channel SILAC, time 0""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 0.5h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 1h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 2h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 3h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 4h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 5h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 6h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 9h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 12h""";"""Replicate 2, Medium channel SILAC, Mock-stimulus, time 24h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 0.5h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 1h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 2h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 3h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 4h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 5h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 6h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 9h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 12h""";"""Replicate 2, Medium channel SILAC, LPS-stimulus, time 24h""";"""Replicate 1, Heavy channel SILAC, time 0""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 0.5h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 1h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 2h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 3h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 4h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 5h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 6h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 9h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 12h""";"""Replicate 1, Heavy channel SILAC, Mock-stimulus, time 24h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 0.5h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 1h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 2h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 3h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 4h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 5h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 6h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 9h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 12h""";"""Replicate 1, Heavy channel SILAC, LPS-stimulus, time 24h""";"""Replicate 2, Heavy channel SILAC, time 0""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 0.5h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 1h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 2h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 3h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 4h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 5h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 6h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 9h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 12h""";"""Replicate 2, Heavy channel SILAC, Mock-stimulus, time 24h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 0.5h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 1h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 2h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 3h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 4h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 5h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 6h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 9h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 12h""";"""Replicate 2, Heavy channel SILAC, LPS-stimulus, time 24h""";"""Replicate 1, Unlabeled, Baseline, AspN Peptide Library Protocol""";"""Replicate 2, Unlabeled, Baseline, AspN Peptide Library Protocol""";"""Replicate 1, Unlabeled, Baseline, LysN Peptide Library Protocol""";"""Replicate 2, Unlabeled, Baseline, LysN Peptide Library Protocol"""
"""Atg3""";396.1845727;389.3875744;368.5141566;360.7417083;349.495333;358.869566;356.2341423;346.0998053;377.3703524;369.2174953;290.3939664;359.4551742;354.3890268;369.6884323;372.1742664;371.2570277;372.8114458;351.8413951;378.6085961;360.3493128;327.2528239;417.3720731;385.5423426;367.554893;385.827602;371.0172895;358.9508608;348.1127272;365.7842136;340.1774864;346.3783621;262.1124008;344.8121476;348.0351195;399.2879694;377.8399662;357.0843913;371.7143226;379.7134497;377.0396402;383.7633;338.5068766;18.16110042;26.32392678;26.36470117;19.76197005;28.43215198;21.98426983;30.73288844;57.40922397;46.03887859;54.60367947;83.06604792;26.01148352;17.78802571;18.63882511;18.74486867;23.9031849;38.02124113;29.62391707;66.17360372;79.18541614;117.5419944;17.74421772;21.88938811;16.16943083;32.45400838;27.97192433;31.4812527;48.62533071;34.80292703;54.81463894;53.91672383;68.28395488;12.33211134;16.50552735;29.20413515;34.68274119;29.7546333;48.92976973;29.71484924;46.82301038;70.09997783;110.9037037;363.4716841;328.3550561;424.4262685;376.6865101
"""Lrrc8c""";1.243465329;1.37069381;1.043039136;1.171533756;0.0;0.0;1.034337479;1.14160101;0.0;1.513862548;0.95561451;1.430631448;1.590690945;1.115143629;0.0;1.065109579;1.185754583;0.852475378;1.204106461;0.9940706;0.952411035;1.320572117;1.048782624;1.364986577;1.061066521;1.325001755;1.42316005;0.0;0.909730647;1.322838303;1.07993385;0.718498773;1.034083544;1.311623865;1.372426434;1.135400893;1.585715591;0.0;1.125231145;0.941385175;1.260632199;0.664174642;0.487708715;0.246618138;0.349065788;1.646874804;0.0;0.0;0.62462074;0.0;0.0;1.158823969;0.701228982;6.326367613;23.40417573;1.238327613;0.0;13.69236255;0.995970782;1.193150207;1.146005825;1.350633785;1.621277838;0.0;0.415173664;0.6913067;0.0;0.0;0.0;0.0;0.337474798;0.687018515;0.270016676;0.387184947;0.0;0.36153907;0.25306837;2.465755928;0.0;0.0;0.259622483;4.834591931;1.080907475;1.496282657;0.0;0.0;0.0;0.0
"""Ctss""";885.3548797;957.3329895;955.1751891;1171.093398;1127.123575;1222.843192;1239.022331;1272.194369;1282.993383;1477.264174;2060.699129;1164.45236;1119.712704;1055.996628;1114.843922;1075.918352;1157.295211;1170.202684;1144.356743;1166.959076;1342.956523;966.1030792;1098.745842;1145.681508;1327.315786;1404.534062;1429.338626;1423.666552;1492.385974;1670.065173;1673.319719;2532.126079;1364.834694;1406.394575;1224.59647;1299.600096;1328.149963;1328.077576;1297.372443;1318.71039;1371.82562;1545.876834;97.12652715;109.4206131;127.5426658;135.0313231;136.7048466;167.2648023;157.9368497;129.4365857;201.5582169;205.7856734;549.6092936;135.0129394;135.0106358;128.7309744;136.9552916;163.3319395;159.4745266;144.1055429;159.4622674;203.675597;515.34321;90.3460779;109.109937;105.7994058;114.7524566;151.3916741;155.9255575;171.0721259;164.1585373;216.4854593;284.0680441;689.9701387;127.6766513;123.6162304;103.2340089;121.1902721;152.0257401;157.6938466;134.691713;185.8211485;214.2113764;567.1749092;2133.094276;2355.710842;2973.332646;2898.769839
"""Rad50""";4.092999057;3.572096046;3.764271179;4.463840505;3.994157925;3.866174058;4.385951178;2.762598645;2.819596521;3.510594346;3.074942398;4.074485473;4.095813494;4.092627761;4.845493283;3.704810159;4.318036367;3.905749467;3.444380565;2.697160688;0.0;3.726738185;4.730826787;4.31469892;6.724859608;5.524536481;4.591606873;5.818838836;5.809557374;4.455893695;5.072211704;3.823583878;4.969338292;5.630182849;4.484765401;5.482014955;5.821528277;4.223118746;5.453851448;3.365205004;3.81479326;2.969104283;1.176356512;0.570565019;0.425498949;1.296682589;0.859631237;0.679081079;0.194383217;1.099991319;0.877942876;1.545765197;0.807872701;0.413628507;0.637277324;0.550537209;0.902314912;0.581631342;0.771846848;0.638907966;0.288784179;0.532844759;0.0;0.361416298;0.978070493;1.59845533;0.552760091;0.652026353;0.841572018;0.599174379;0.446359925;0.78550057;1.271823398;1.171268513;0.653403614;1.192803562;0.874070838;0.785273995;0.88878905;0.941798203;0.642653265;0.413378302;0.677797624;0.0;3.999082454;3.309881036;7.038470963;3.890503742
"""Oxct1""";315.6919426;349.7518718;317.8239527;373.3904165;386.6902087;370.0222545;350.7811925;415.3831236;361.9761652;397.4351028;419.9932685;365.2035813;331.6615665;329.1614254;361.3021885;355.2480914;379.6432542;348.2557965;339.4227216;292.9461894;276.5216716;314.282639;336.1543328;368.1491124;366.4545274;413.5754045;382.3067031;375.4176858;378.4843902;383.851304;428.8366694;458.6119702;387.6994439;339.0998066;358.7577296;363.1664865;346.823268;353.1758594;356.6262983;304.8410539;312.0322035;288.9208109;27.46079564;45.6054772;35.9946558;34.76551583;28.15745589;24.67256464;38.97960172;45.34388071;48.1449733;50.50201766;90.70706234;39.18829008;29.83105084;26.60659651;31.66284582;28.79694716;45.27125787;28.62515651;45.93671073;58.90882672;39.11593765;45.34162078;37.97901664;35.84483713;24.79396587;36.74052947;44.18695202;30.14822243;60.01486582;39.02529293;45.54608144;105.0081522;34.16528491;28.39612403;29.07337269;37.94324413;41.99459084;27.5592363;28.48345131;23.63570734;27.66491691;46.99500202;191.4045822;251.8604862;151.1987677;237.8868569
"""Tbca""";973.3788554;1070.417801;926.2519198;951.6534461;872.585585;1007.978333;891.5514427;1014.036666;968.5149437;895.0580793;757.0449133;795.7635844;868.4513689;912.9822774;1010.58297;913.3537356;1018.572426;993.3036987;958.1950053;938.2881008;854.57337;837.409975;683.4794136;781.2991421;750.1304537;788.8505233;732.2455601;713.956982;747.1789915;651.087839;709.6147022;471.9400935;684.0171782;671.471388;741.319942;744.4593353;742.812149;761.1190013;746.0167562;766.2863167;688.9503266;603.0008365;34.34500885;32.88074593;32.04730081;31.040172;31.24393597;46.55468481;61.85661367;54.86070312;95.99243734;140.9406414;238.6439091;61.02386533;47.6496638;49.01252877;64.22855088;65.97580691;83.48714458;95.12925042;141.8500896;220.0311058;382.4184863;58.74354795;44.20858885;62.82368845;56.07923875;86.92311212;33.33274242;34.20820051;51.62295344;70.19146185;91.20050982;166.8104026;79.94850313;40.35132836;38.69328106;33.67260808;39.98856088;58.51078382;70.76760666;113.6129134;143.7214571;238.2852719;368.8352603;370.5168325;631.9006628;336.676325
"""Rps18""";654.2056109;606.5414892;576.9476449;532.0631136;573.9785128;547.1909207;533.1882634;569.4859712;566.4845774;571.6350743;451.4692822;520.9247163;557.4129162;589.9697639;608.4452522;589.8795542;580.2120333;618.6723766;615.6063713;621.4046359;609.276275;610.616812;573.5680775;542.2861203;539.8397433;539.841098;559.808372;580.044871;560.1764817;546.4927932;523.5782863;456.5937757;517.1393082;552.0617125;564.4845189;590.7389806;587.7257785;603.1110864;602.1577917;587.4649936;569.4977916;598.1926041;58.20911125;52.56829376;36.66638783;54.68476485;90.6707744;50.50186093;75.57005238;122.610363;82.09758755;78.63927723;92.90969468;25.97711623;41.62833449;79.46085316;47.72048991;55.68432104;57.84166244;64.64089178;91.10878021;114.732323;170.8678501;27.80836391;31.41758009;35.58567972;48.00910416;27.11268794;35.75811196;44.1808556;46.86151247;32.05171161;39.83182563;85.64468726;43.74211652;44.40393959;33.62741615;45.46236462;43.23795767;53.30344858;62.32682057;76.37036843;97.62889487;153.7920708;438.4544801;320.1959104;554.3913608;559.3904171
"""Stard5""";49.61309222;45.36833079;43.45165773;44.15180416;42.4016313;39.77117044;42.58440447;42.77810928;44.29995545;42.21358245;38.11333482;36.29550176;44.25361395;45.62115169;45.62116386;46.25959232;40.91951489;43.74905059;44.74448707;45.237683;40.52194009;32.84752716;31.66328581;32.54144455;28.49464944;27.76052006;31.1906511;29.56413931;29.35234737;31.48538851;31.35498462;27.11773411;26.57513818;26.61418474;29.12074386;31.23143458;29.28356015;32.49114913;31.7851886;32.27890963;33.49854012;29.98313656;5.797988553;4.634441364;6.448030175;21.29186277;13.52181784;2.861365827;4.492349783;3.658430124;6.88009392;9.730602915;20.50541452;10.04221459;1.415407384;10.45276969;10.76480959;8.086669607;10.38835986;15.00011188;17.95325711;26.30586412;34.37967934;3.161044342;3.420158189;3.317123493;3.751494263;6.107483555;8.100975427;3.898355261;4.000312535;17.21183868;17.02223899;13.54378626;5.976896364;8.565887872;8.220645119;1.651067194;3.121012318;9.093292085;7.848230326;19.35674786;19.47098946;31.62657623;65.07805853;77.08886268;5.099296187;12.95228375
"""Manba""";18.06695499;21.0797928;19.62187115;23.08263869;25.42582234;24.11735375;24.9040089;25.49631864;28.5813004;26.63640519;37.4988018;24.02775097;25.42621935;23.33688711;23.33637634;20.66660454;23.28772073;22.16108121;20.62357596;21.39803707;17.66521237;25.92331757;32.37903533;31.72870119;31.88659546;37.29401839;31.6055982;34.17362916;37.53727877;33.97922866;39.04201535;46.16336065;32.63519221;38.87002829;27.82854459;29.22394224;32.35182882;35.63289634;29.16183086;28.08884787;24.55041779;25.2367996;3.58001576;3.784123668;3.344859733;3.508735621;4.131879313;3.037039091;3.377734149;2.969834528;3.358761994;3.688849068;6.059099335;2.90001549;4.198667662;4.359622315;2.804360264;3.31167748;2.398750608;4.891464685;3.96934415;3.963801439;4.569503289;2.723841857;3.33822518;3.73480933;3.242887596;4.738542695;3.937674118;3.374097241;3.477384577;4.308562957;5.440348342;10.49623313;4.204392241;4.335342951;4.708557545;2.908645538;3.786494096;3.138907134;3.4775943;2.729685365;2.204584942;2.587621031;36.62607437;26.29374447;48.26921659;61.99561139
"""Nmt1""";102.7429197;99.63857389;92.65606381;89.55566355;90.91367552;83.68712908;84.27902942;87.43915458;82.23718585;79.88007036;74.02436772;87.61178281;86.62116678;99.90214714;86.01027459;83.24901399;74.26820001;87.80073673;77.13648808;73.17639796;62.84019137;108.3070641;113.3794841;105.7238456;103.5191404;106.8882068;99.60545896;104.9013165;106.6183016;98.88511039;90.83940654;75.85079507;98.72883975;104.206755;100.4503618;102.2675022;104.4136054;96.7618316;101.1339839;95.54422123;94.55702552;78.85667342;13.32622123;16.20785401;20.99298384;20.05158873;12.73778872;15.0795257;16.53525756;17.61096848;22.09166408;23.25104862;26.80763724;17.00619544;19.05346736;24.20793428;21.11433597;14.54707098;16.69882122;17.37531559;17.52306412;27.25781909;48.53782513;12.14516317;22.59822444;23.19006226;10.27874298;19.53256554;16.22920618;17.66201079;13.62509836;19.62288462;24.1651163;39.75918183;17.21098042;25.67090888;16.37943169;19.02632987;20.14900765;18.47921542;14.2177719;22.14874647;28.15637417;67.41945514;0.0;0.0;91.96863967;59.40217729
"""Sep9""";360.4736515;334.0926362;329.4536026;307.7379523;302.9347076;289.3519695;300.3882262;272.9613071;289.8776906;259.2415195;215.1304811;301.4979342;303.1774315;331.4818973;297.8747593;308.1471257;308.2195075;305.7472144;325.2375349;298.6375029;247.4825014;321.6688449;318.5111014;314.8712989;299.2206682;296.2621596;274.8598642;283.4492595;289.1380741;264.4681141;248.9502271;181.4457666;293.6760252;305.380654;309.1262727;305.2448947;295.3830034;295.4747547;280.2531473;285.5661489;293.6827237;247.8907733;21.0456224;43.26983735;31.76693432;33.39669624;36.03002139;33.53141315;49.42805282;33.12134854;55.7990076;62.84638775;80.62789211;32.84758947;36.65415629;33.9965162;32.94317741;25.08312843;30.27378112;31.19826541;52.07438208;48.37571367;71.56909648;38.63427357;43.09512627;29.99893706;43.6551323;39.97690787;34.28993707;33.52705118;50.31793101;49.07984593;64.29190282;80.0506397;37.08670413;43.24334947;44.46486183;29.40966126;30.43277318;27.47619681;35.95556568;26.72447523;31.99842236;68.47709217;264.2777048;299.9280479;662.2698046;602.0136242
"""Larp4b""";22.93524936;22.75172476;20.6390247;23.92126791;20.48100669;19.36939053;21.04450437;18.45018379;16.49336861;15.98205249;13.19910151;22.99239555;23.07355824;23.43674977;22.16370565;22.76910729;22.92512519;21.00074742;20.87738709;19.21427967;15.65721337;27.93941546;25.76386105;29.9284163;28.62318147;29.85346954;25.96739925;19.1680159;23.81812239;17.81227307;17.69597504;13.07270705;26.87122334;29.99020232;30.14951831;25.92594173;29.84229517;29.50295062;28.5979447;28.9516149;23.93009431;18.93914815;2.869921575;3.88914155;4.089670995;6.177120851;5.378691312;3.414752303;4.335919478;5.548208882;3.693106589;5.204146273;6.954162114;3.056021299;5.215080231;4.151565731;4.034676746;5.287721932;5.176175033;5.91681033;6.402686346;7.627971203;11.66755958;4.633420821;5.423511582;2.216396868;2.286867445;2.301506383;3.951600074;2.89586829;7.046138577;4.453223638;4.912913221;10.12193833;5.83011016;3.766607182;3.401059606;3.177837028;4.520871499;6.805042081;6.299549343;9.469850107;10.30616061;13.2776615;12.52788384;2.677660742;25.38934421;20.41565432
"""Psmb8""";86.28807292;72.00445539;79.54202083;89.74314785;70.0122995;72.5531366;96.69435296;71.33741122;83.08377873;83.02512838;120.501532;65.64983194;76.22863801;85.56748498;69.15225347;78.50998868;78.8380299;68.62829322;56.77368006;54.78280736;79.4263831;81.40005326;80.61650816;83.22417306;81.31531364;77.73906862;83.02982615;62.75372972;98.52764763;85.78346106;63.54593366;81.03057508;87.88099901;88.3252918;71.44152428;79.92567171;61.96008424;86.44850662;85.46011048;75.76396985;59.45242332;77.39605415;19.57184326;10.04869097;14.8821264;17.54933939;18.35186865;18.74971224;19.55945215;21.43291134;19.35335025;21.76108053;30.23058172;37.95861104;16.32299068;17.99589063;20.12461086;22.33235055;35.07498308;24.58659548;24.66276788;24.95724108;37.02117202;17.37927558;13.37243253;10.48722204;11.72711977;19.43954111;15.90343636;19.61686525;23.31930273;14.46477409;15.3705158;18.53254528;10.68525587;13.07706688;13.46912971;22.96037959;16.35746224;26.94845936;34.12708148;25.93537294;25.37838286;38.4593019;474.8195271;597.3055889;71.11406351;50.36433365
"""Crlf3;Cytor4""";35.80106506;34.04187325;33.55763682;34.54139103;34.89650081;29.33246625;31.71126621;32.92084408;36.62677127;30.10767872;24.14267491;32.63113941;34.41702161;32.38517995;34.18916304;31.37740213;31.15102623;32.1376274;30.70698999;29.0977845;24.92944014;33.57080969;35.12628707;34.23951106;32.45213876;31.09631134;31.89672803;31.14190721;31.24565099;30.15595954;29.62588301;25.27015114;30.86566708;31.92164498;33.89867804;32.28833438;31.60859081;35.23402352;30.99727439;32.36483578;28.3545773;26.56180503;3.137358634;1.871616769;4.276008828;3.642076173;4.069093186;5.731305975;4.514753823;4.556589062;8.029788031;5.599116602;6.714794505;2.414128859;1.697885112;3.876252799;7.769079941;7.027849477;4.251041115;6.202844954;8.147048065;11.53442071;11.0477794;2.624586911;4.216676533;5.004436852;3.11322201;1.794454749;2.463080353;9.703051658;2.597673423;9.222835396;4.37010082;6.655933201;2.590644161;5.128178277;2.273827129;10.45634651;5.824865438;8.743901793;5.736917759;7.155048549;7.691644107;11.66161122;0.0;0.0;0.0;0.0
"""Plekhg1""";0.651757638;0.672474215;0.641339853;0.0;0.587154545;0.701015698;0.595793737;0.557378591;0.578850679;0.538384845;0.387259409;0.659963798;0.81222848;0.645238093;0.555396497;0.0;0.620114022;0.0;0.665360783;0.705398052;0.394792578;0.97214616;0.925038078;1.002684511;0.832418552;0.729076175;0.647112289;0.71884516;0.811337698;0.574012924;0.0;0.455732882;0.0;0.982404699;0.0;0.749045866;0.877392034;0.781628274;0.0;0.646150455;0.53076516;0.502011653;0.066312498;0.0;0.176936184;0.0;0.163745503;0.223600439;0.346913875;0.0;0.307165797;0.415333126;0.326610489;0.223938451;0.0;0.133991842;0.208364399;0.0;0.2281517;0.0;0.440866869;0.582260902;0.81759313;0.234979411;0.241834721;0.23080681;0.295593243;0.278332593;0.0;0.285067371;0.604915029;0.17614505;0.0;0.428376389;0.0;0.20793682;0.0;0.254674056;0.265484011;0.306223299;0.0;0.594386038;0.972030348;1.08608588;0.0;0.0;0.0;0.0
"""Ctsl""";332.4579989;344.9617711;368.7744416;414.8389592;411.2700738;419.6581089;432.4103416;424.3616095;440.2562398;447.5107808;507.3272588;421.1569595;442.7041245;418.9546561;392.4331392;397.247649;392.225993;412.2494431;344.9045515;325.7818703;274.8616477;287.0838264;392.6761015;343.4862632;377.6117716;407.1246721;393.390534;421.996782;399.8987935;453.8973538;447.2598244;530.8094495;428.2860628;410.4864909;382.4350459;370.007815;377.5350172;348.3012547;347.8700006;306.8392117;312.8103605;246.200834;37.1089045;36.00675074;75.56791953;104.0159151;114.6298058;113.0481931;99.21322396;104.3803828;133.534099;149.6305862;348.794724;87.84902518;98.70839886;154.7514287;125.9737986;124.1888682;118.6041062;83.20823823;138.9436033;129.2017079;186.1958216;26.72169233;46.37279241;57.55578312;54.36249102;72.79226845;72.59256125;80.90052073;69.13240792;116.342048;129.9042494;322.977367;63.78696614;104.1182285;68.40760435;58.53614244;69.91849004;75.69569138;60.47396975;100.1176499;86.17051319;129.842648;508.3240001;662.9666952;417.0091104;530.0869623
"""Ptges3""";535.8766754;546.1746659;588.1480306;538.0581694;541.1614029;503.8914606;526.8212572;468.4981993;519.9806158;488.0549782;409.2888503;486.3433102;538.2602193;549.4001921;544.5044159;548.5675559;523.4390446;538.3413395;538.2762597;502.9050366;455.4136322;648.1358984;641.2247076;628.0497377;650.0056214;643.1586066;645.1749553;641.1608271;658.6590515;629.0687922;572.5143085;500.1300787;595.3271374;628.753089;675.9353297;673.7753003;626.9511841;657.3444351;659.912903;621.2359166;626.0253587;477.1034485;54.73811628;18.95301877;97.49068522;44.19238331;45.88246523;82.94342472;53.85322898;59.51896687;82.51427574;78.4882224;102.7544923;71.21623077;63.99757938;50.96032349;43.70520065;57.50563081;67.703361;58.24890259;77.07735059;96.98680699;180.3326889;41.25432467;55.77762004;69.91038384;39.68417487;40.49993316;48.07737983;57.73741857;46.07302082;66.38277396;65.67495808;94.09969549;78.17489958;48.20498811;46.77727531;50.00731334;41.11035731;57.13531316;57.34937911;91.53779534;83.11008967;145.4716201;609.8028628;642.5791487;1093.041864;938.2981918
"""Ddi2""";76.88054992;71.14933764;77.9026505;67.03662043;64.77757918;63.82800589;62.19772114;70.66419637;65.6442521;65.82719273;50.36033504;61.9927083;66.83715115;78.27317716;68.24147945;68.33869695;67.44741152;63.81940481;63.30827228;62.38706108;54.4118706;61.34656924;63.07250534;57.84272648;62.84768692;57.88158069;58.10283827;53.6119634;55.29726331;53.69377958;55.01020139;43.54156566;60.2042819;60.95114584;62.08595861;61.3211953;65.31526354;61.81704852;55.75713829;60.78187112;49.21634173;48.15836939;5.811901678;13.84490277;7.435063693;7.598432566;7.735712168;8.095555386;11.50725197;10.96186225;13.34413502;17.30922651;19.57214071;7.412287652;8.428101899;11.47824525;10.27419119;9.002355095;9.572782755;8.188701918;8.118891577;12.94541633;14.78351153;6.531287247;5.519162773;5.378812233;5.797135678;6.524410256;7.143177116;8.000796866;8.356918675;10.70710856;14.94238321;18.77678597;7.739471092;9.090096436;8.180703476;9.112431172;6.202670659;7.293383127;7.764876653;9.643325692;6.598249152;14.63399328;80.24982789;88.86741689;24.85036405;0.0
"""Gnpda1""";190.095448;188.5451722;198.2850006;179.5788743;195.9251565;191.4069062;170.2782377;187.4529813;177.5189275;170.5653642;175.1335447;167.4952276;185.9852994;190.2708317;190.4733641;191.5253977;171.1215857;184.341706;174.5949824;179.2238392;179.702207;194.3137969;206.4216438;191.017497;203.0511411;192.7905095;203.3181748;193.9610464;180.6204044;206.8592326;200.3481473;171.3867309;174.4114578;176.3412079;191.7422586;194.9301706;188.5308113;192.7284031;190.8609709;191.5845084;191.2864935;183.1267938;25.46104355;17.89588412;11.89777536;20.08028399;24.69169141;28.74477829;24.06277798;24.78776066;33.57559746;35.94422609;57.609678;17.36851512;20.10552862;24.05148784;28.58657522;19.41019844;29.01088176;18.62355351;30.05368432;36.74139214;24.8945541;14.84224823;21.05953067;17.1318095;21.65738375;21.93589646;21.72119645;20.79368046;19.26651878;25.09462416;25.30944959;56.13777051;19.81205123;20.7263964;16.63024834;18.06881975;18.8503639;19.46039007;22.89163038;22.57041253;15.36997242;24.58582315;197.4296661;166.4804128;61.37286255;17.10138657
"""Atp5o""";1073.805292;1228.351317;1183.249459;1257.565109;1344.871717;1279.763756;1291.794049;1468.149591;1359.943377;1372.083736;1605.002957;1301.945351;1227.262981;1229.054287;1317.412812;1248.66724;1276.512603;1225.425714;1176.052883;1188.389541;971.1155389;1180.513582;1294.457413;1336.073311;1418.903119;1421.651498;1371.252822;1424.793734;1477.555252;1400.854327;1501.132962;1602.321781;1474.067119;1320.441034;1330.714587;1324.933052;1343.630536;1295.852985;1221.312235;1119.17274;1226.295132;1052.046825;53.64819419;79.05731547;90.34778237;78.57687256;69.81701345;64.88184665;91.74127709;87.6856773;108.1287222;110.6567525;222.946793;78.69621782;86.75683723;62.84737499;61.43481036;78.23046871;103.9419708;85.68676391;97.46322792;97.34838608;165.2271042;56.26433716;60.53175777;49.28741029;64.69603966;70.78359582;66.23850367;73.99130446;81.61079614;73.08799928;110.2660688;232.5112273;81.17736324;77.83468956;66.49430631;62.30084492;55.06662938;49.12660048;72.59764888;78.40697922;76.68986386;174.2760154;258.7925542;279.994475;309.8765031;346.0314921
